run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
4; /small-10000-UNCOMP.parquet; 8; 1000000; UNCOMP; 10000; 0.011766; 0.000001; 0.000000; 0.000000; 30.517578; 0.001673; 0.000055; 0; 0.000000
5; /small-10000-GZIP.parquet; 8; 1000000; GZIP; 10000; 1.512187; 0.000151; 0.000000; 0.000000; 30.517578; 11.245914; 0.368506; 0; 0.000000
6; /small-10000-ZSTD.parquet; 8; 1000000; ZSTD; 10000; 0.718589; 0.000072; 0.000000; 0.000000; 30.517578; 11.615391; 0.380613; 0; 0.000000
7; /small-10000-SNAPPY.parquet; 8; 1000000; SNAPPY; 10000; 0.012912; 0.000001; 0.000000; 0.000000; 30.517578; 0.001673; 0.000055; 0; 0.000000
8; /small-50000-UNCOMP.parquet; 8; 1000000; UNCOMP; 50000; 0.006017; 0.000000; 0.000000; 0.000000; 30.517578; 0.000489; 0.000016; 0; 0.000000
9; /small-50000-GZIP.parquet; 8; 1000000; GZIP; 50000; 1.598142; 0.000032; 0.000000; 0.000000; 30.517578; 11.096081; 0.363596; 0; 0.000000
10; /small-50000-ZSTD.parquet; 8; 1000000; ZSTD; 50000; 0.561399; 0.000011; 0.000000; 0.000000; 30.517578; 11.466244; 0.375726; 0; 0.000000
11; /small-50000-SNAPPY.parquet; 8; 1000000; SNAPPY; 50000; 0.005026; 0.000000; 0.000000; 0.000000; 30.517578; 0.000489; 0.000016; 0; 0.000000
12; /small-100000-UNCOMP.parquet; 8; 1000000; UNCOMP; 100000; 0.010637; 0.000000; 0.000998; 0.000166; 30.517578; 0.000341; 0.000011; 0; 0.000000
13; /small-100000-GZIP.parquet; 8; 1000000; GZIP; 100000; 1.677469; 0.000017; 0.000000; 0.000000; 30.517578; 11.212548; 0.367413; 0; 0.000000
14; /small-100000-ZSTD.parquet; 8; 1000000; ZSTD; 100000; 0.504717; 0.000005; 0.000000; 0.000000; 30.517578; 11.724740; 0.384196; 0; 0.000000
15; /small-100000-SNAPPY.parquet; 8; 1000000; SNAPPY; 100000; 0.005784; 0.000000; 0.000000; 0.000000; 30.517578; 0.000341; 0.000011; 0; 0.000000
run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
0; /small-1000-UNCOMP.parquet; 8; 1000000; UNCOMP; 1000; 0.111278; 0.000111; 0.000000; 0.000000; 30.517578; 0.014977; 0.000491; 0; 0.000000
1; /small-1000-GZIP.parquet; 8; 1000000; GZIP; 1000; 4.421142; 0.004421; 0.000000; 0.000000; 30.517578; 14.315100; 0.469077; 0; 0.000000
2; /small-1000-ZSTD.parquet; 8; 1000000; ZSTD; 1000; 2.925929; 0.002926; 0.000000; 0.000000; 30.517578; 15.153105; 0.496537; 0; 0.000000
3; /small-1000-SNAPPY.parquet; 8; 1000000; SNAPPY; 1000; 0.046277; 0.000046; 0.000000; 0.000000; 30.517578; 0.014977; 0.000491; 0; 0.000000
4; /small-10000-UNCOMP.parquet; 8; 1000000; UNCOMP; 10000; 0.009564; 0.000001; 0.000000; 0.000000; 30.517578; 0.001673; 0.000055; 0; 0.000000
5; /small-10000-GZIP.parquet; 8; 1000000; GZIP; 10000; 1.492714; 0.000149; 0.000000; 0.000000; 30.517578; 11.245914; 0.368506; 0; 0.000000
6; /small-10000-ZSTD.parquet; 8; 1000000; ZSTD; 10000; 0.719897; 0.000072; 0.000000; 0.000000; 30.517578; 11.615391; 0.380613; 0; 0.000000
7; /small-10000-SNAPPY.parquet; 8; 1000000; SNAPPY; 10000; 0.009492; 0.000001; 0.000000; 0.000000; 30.517578; 0.001673; 0.000055; 0; 0.000000
8; /small-50000-UNCOMP.parquet; 8; 1000000; UNCOMP; 50000; 0.007442; 0.000000; 0.000000; 0.000000; 30.517578; 0.000489; 0.000016; 0; 0.000000
